
12:34:21.954 INFO ParseArchs(): Active architecture: i386

12:34:21.954 WARNING ExecuteTask(): org.intel.xrt_builder.Algorithms.BuildAppAlgorithm

12:34:21.955 INFO start(): Running command line: "[xcodebuild ARCHS=i386  -configuration Debug -sdk iphonesimulator9.1 -target sample -project /Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/xcode/sample.xcodeproj]"

12:34:22.266 INFO run(): module "runXCodeBuild": out_stream: "Build settings from command line:"

12:34:22.266 INFO run(): module "runXCodeBuild": out_stream: "    ARCHS = i386 "

12:34:22.266 INFO run(): module "runXCodeBuild": out_stream: "    SDKROOT = iphonesimulator9.1"

12:34:22.266 INFO run(): module "runXCodeBuild": out_stream: ""

12:34:22.409 INFO run(): module "runXCodeBuild": out_stream: "=== BUILD TARGET sample OF PROJECT sample WITH CONFIGURATION Debug ==="

12:34:22.410 INFO run(): module "runXCodeBuild": out_stream: ""

12:34:22.410 INFO run(): module "runXCodeBuild": out_stream: "Check dependencies"

12:34:22.482 INFO run(): module "runXCodeBuild": out_stream: ""

12:34:22.485 INFO run(): module "runXCodeBuild": out_stream: "PhaseScriptExecution Compile\ Java\ Sources /Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/build/xcode/sample.build/Debug-iphonesimulator/sample.build/Script-49AA605530A7D95E17B0A3EB.sh"

12:34:22.485 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/xcode"

12:34:22.485 INFO run(): module "runXCodeBuild": out_stream: "    /bin/sh -c /Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/build/xcode/sample.build/Debug-iphonesimulator/sample.build/Script-49AA605530A7D95E17B0A3EB.sh"

12:34:22.580 INFO run(): module "runXCodeBuild": out_stream: "java version "1.8.0_40""

12:34:22.580 INFO run(): module "runXCodeBuild": out_stream: "Java(TM) SE Runtime Environment (build 1.8.0_40-b27)"

12:34:22.580 INFO run(): module "runXCodeBuild": out_stream: "Java HotSpot(TM) 64-Bit Server VM (build 25.40-b25, mixed mode)"

12:34:23.654 INFO run(): module "runXCodeBuild": out_stream: ":rx:compileJava UP-TO-DATE"

12:34:23.655 INFO run(): module "runXCodeBuild": out_stream: ":rx:processResources UP-TO-DATE"

12:34:23.656 INFO run(): module "runXCodeBuild": out_stream: ":rx:classes UP-TO-DATE"

12:34:23.663 INFO run(): module "runXCodeBuild": out_stream: ":rx:jar UP-TO-DATE"

12:34:23.670 INFO run(): module "runXCodeBuild": out_stream: ":sample:compileJava UP-TO-DATE"

12:34:23.683 INFO run(): module "runXCodeBuild": out_stream: ":sample:proguard"

12:34:23.683 INFO run(): module "runXCodeBuild": out_stream: ""

12:34:23.683 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/build/logs/2015.11.13_12.34.23+0200_BUILD_PROGUARD_LOG.txt"."

12:34:25.766 INFO run(): module "runXCodeBuild": out_stream: ":sample:buildRetro"

12:34:25.766 INFO run(): module "runXCodeBuild": out_stream: ""

12:34:25.766 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/build/logs/2015.11.13_12.34.25+0200_BUILD_RETRO_LOG.txt"."

12:34:26.315 INFO run(): module "runXCodeBuild": out_stream: ":sample:buildDex"

12:34:26.315 INFO run(): module "runXCodeBuild": out_stream: ""

12:34:26.315 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/build/logs/2015.11.13_12.34.26+0200_BUILD_DEX_LOG.txt"."

12:34:27.195 INFO run(): module "runXCodeBuild": out_stream: ":sample:buildArtOat"

12:34:27.195 INFO run(): module "runXCodeBuild": out_stream: ""

12:34:27.195 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/tudor/0.DevCenter/Android/Projects/sandbox/RxiOSMOE/sample/build/logs/2015.11.13_12.34.27+0200_BUILD_ART_OAT_LOG.txt"."

12:34:34.742 INFO run(): module "runXCodeBuild": out_stream: ":sample:buildPreregister"

12:34:34.742 INFO run(): module "runXCodeBuild": out_stream: ""

